ano,codigo_ibge,municipio,populacao,mesorregiao_id,mesorregiao,pop_interpolada
2018,2613701,São Lourenço da Mata,112362,2605,Metropolitana de Recife,False
2019,2613701,São Lourenço da Mata,113230,2605,Metropolitana de Recife,False
2020,2613701,São Lourenço da Mata,114079,2605,Metropolitana de Recife,False
2021,2613701,São Lourenço da Mata,114910,2605,Metropolitana de Recife,False
2022,2613701,São Lourenço da Mata,115860,2605,Metropolitana de Recife,True
2023,2613701,São Lourenço da Mata,116809,2605,Metropolitana de Recife,True
2024,2613701,São Lourenço da Mata,117759,2605,Metropolitana de Recife,False
2015,2613800,São Vicente Férrer,17763,2603,Agreste Pernambucano,False
2016,2613800,São Vicente Férrer,17834,2603,Agreste Pernambucano,False
2017,2613800,São Vicente Férrer,17904,2603,Agreste Pernambucano,False
2018,2613800,São Vicente Férrer,17950,2603,Agreste Pernambucano,False
2019,2613800,São Vicente Férrer,18018,2603,Agreste Pernambucano,False
2020,2613800,São Vicente Férrer,18085,2603,Agreste Pernambucano,False
2021,2613800,São Vicente Férrer,18150,2603,Agreste Pernambucano,False
2022,2613800,São Vicente Férrer,17825,2603,Agreste Pernambucano,True
2023,2613800,São Vicente Férrer,17501,2603,Agreste Pernambucano,True
2024,2613800,São Vicente Férrer,17176,2603,Agreste Pernambucano,False
2015,2614600,Tabira,27958,2601,Sertão Pernambucano,False
2016,2614600,Tabira,28132,2601,Sertão Pernambucano,False
2017,2614600,Tabira,28301,2601,Sertão Pernambucano,False
2018,2614600,Tabira,28371,2601,Sertão Pernambucano,False
2019,2614600,Tabira,28534,2601,Sertão Pernambucano,False
2020,2614600,Tabira,28704,2601,Sertão Pernambucano,False
2021,2614600,Tabira,28860,2601,Sertão Pernambucano,False
2022,2614600,Tabira,28938,2601,Sertão Pernambucano,True
2023,2614600,Tabira,29015,2601,Sertão Pernambucano,True
2024,2614600,Tabira,29093,2601,Sertão Pernambucano,False
2015,2614709,Tacaimbó,12891,2603,Agreste Pernambucano,False
2016,2614709,Tacaimbó,12872,2603,Agreste Pernambucano,False
2017,2614709,Tacaimbó,12853,2603,Agreste Pernambucano,False
2018,2614709,Tacaimbó,12890,2603,Agreste Pernambucano,False
2019,2614709,Tacaimbó,12874,2603,Agreste Pernambucano,False
2020,2614709,Tacaimbó,12859,2603,Agreste Pernambucano,False
2021,2614709,Tacaimbó,12843,2603,Agreste Pernambucano,False
2022,2614709,Tacaimbó,13321,2603,Agreste Pernambucano,True
2023,2614709,Tacaimbó,13799,2603,Agreste Pernambucano,True
2024,2614709,Tacaimbó,14277,2603,Agreste Pernambucano,False
2015,2614808,Tacaratu,24626,2602,São Francisco Pernambucano,False
2016,2614808,Tacaratu,25003,2602,São Francisco Pernambucano,False
2017,2614808,Tacaratu,25368,2602,São Francisco Pernambucano,False
2018,2614808,Tacaratu,25417,2602,São Francisco Pernambucano,False
2019,2614808,Tacaratu,25765,2602,São Francisco Pernambucano,False
2020,2614808,Tacaratu,26106,2602,São Francisco Pernambucano,False
2021,2614808,Tacaratu,26439,2602,São Francisco Pernambucano,False
2022,2614808,Tacaratu,25894,2602,São Francisco Pernambucano,True
2023,2614808,Tacaratu,25348,2602,São Francisco Pernambucano,True
2024,2614808,Tacaratu,24803,2602,São Francisco Pernambucano,False
2015,2614857,Tamandaré,22591,2604,Mata Pernambucana,False
2016,2614857,Tamandaré,22850,2604,Mata Pernambucana,False
2017,2614857,Tamandaré,23100,2604,Mata Pernambucana,False
2018,2614857,Tamandaré,23149,2604,Mata Pernambucana,False
2019,2614857,Tamandaré,23388,2604,Mata Pernambucana,False
2020,2614857,Tamandaré,23623,2604,Mata Pernambucana,False
2021,2614857,Tamandaré,23852,2604,Mata Pernambucana,False
2022,2614857,Tamandaré,24079,2604,Mata Pernambucana,True
2023,2614857,Tamandaré,24307,2604,Mata Pernambucana,True
2024,2614857,Tamandaré,24534,2604,Mata Pernambucana,False
2015,2615003,Taquaritinga do Norte,27592,2603,Agreste Pernambucano,False
2016,2615003,Taquaritinga do Norte,27981,2603,Agreste Pernambucano,False
2017,2615003,Taquaritinga do Norte,28358,2603,Agreste Pernambucano,False
2018,2615003,Taquaritinga do Norte,28416,2603,Agreste Pernambucano,False
2019,2615003,Taquaritinga do Norte,28775,2603,Agreste Pernambucano,False
2020,2615003,Taquaritinga do Norte,29127,2603,Agreste Pernambucano,False
2021,2615003,Taquaritinga do Norte,29472,2603,Agreste Pernambucano,False
2022,2615003,Taquaritinga do Norte,28147,2603,Agreste Pernambucano,True
2023,2615003,Taquaritinga do Norte,26822,2603,Agreste Pernambucano,True
2024,2615003,Taquaritinga do Norte,25497,2603,Agreste Pernambucano,False
2015,2615102,Terezinha,7057,2603,Agreste Pernambucano,False
2016,2615102,Terezinha,7089,2603,Agreste Pernambucano,False
2017,2615102,Terezinha,7120,2603,Agreste Pernambucano,False
2018,2615102,Terezinha,7139,2603,Agreste Pernambucano,False
2019,2615102,Terezinha,7169,2603,Agreste Pernambucano,False
2020,2615102,Terezinha,7198,2603,Agreste Pernambucano,False
2021,2615102,Terezinha,7227,2603,Agreste Pernambucano,False
2022,2615102,Terezinha,7104,2603,Agreste Pernambucano,True
2023,2615102,Terezinha,6980,2603,Agreste Pernambucano,True
2024,2615102,Terezinha,6857,2603,Agreste Pernambucano,False
2015,2615201,Terra Nova,10185,2602,São Francisco Pernambucano,False
2016,2615201,Terra Nova,10313,2602,São Francisco Pernambucano,False
2017,2615201,Terra Nova,10437,2602,São Francisco Pernambucano,False
2018,2615201,Terra Nova,9983,2602,São Francisco Pernambucano,False
2019,2615201,Terra Nova,10096,2602,São Francisco Pernambucano,False
2020,2615201,Terra Nova,10206,2602,São Francisco Pernambucano,False
2021,2615201,Terra Nova,10314,2602,São Francisco Pernambucano,False
2022,2615201,Terra Nova,9950,2602,São Francisco Pernambucano,True
2023,2615201,Terra Nova,9585,2602,São Francisco Pernambucano,True
2024,2615201,Terra Nova,9221,2602,São Francisco Pernambucano,False
2015,2615300,Timbaúba,53581,2604,Mata Pernambucana,False
2016,2615300,Timbaúba,53328,2604,Mata Pernambucana,False
2017,2615300,Timbaúba,53083,2604,Mata Pernambucana,False
2018,2615300,Timbaúba,50956,2604,Mata Pernambucana,False
2019,2615300,Timbaúba,53022,2604,Mata Pernambucana,False
2020,2615300,Timbaúba,52802,2604,Mata Pernambucana,False
2021,2615300,Timbaúba,52587,2604,Mata Pernambucana,False
2022,2615300,Timbaúba,50916,2604,Mata Pernambucana,True
2023,2615300,Timbaúba,49246,2604,Mata Pernambucana,True
2024,2615300,Timbaúba,47575,2604,Mata Pernambucana,False
2015,2615409,Toritama,42123,2603,Agreste Pernambucano,False
2016,2615409,Toritama,43174,2603,Agreste Pernambucano,False
2017,2615409,Toritama,44189,2603,Agreste Pernambucano,False
2018,2615409,Toritama,44254,2603,Agreste Pernambucano,False
2019,2615409,Toritama,45219,2603,Agreste Pernambucano,False
2020,2615409,Toritama,46164,2603,Agreste Pernambucano,False
2021,2615409,Toritama,47088,2603,Agreste Pernambucano,False
2022,2615409,Toritama,45937,2603,Agreste Pernambucano,True
2023,2615409,Toritama,44787,2603,Agreste Pernambucano,True
2024,2615409,Toritama,43636,2603,Agreste Pernambucano,False
2015,2615508,Tracunhaém,13596,2604,Mata Pernambucana,False
2016,2615508,Tracunhaém,13643,2604,Mata Pernambucana,False
2017,2615508,Tracunhaém,13689,2604,Mata Pernambucana,False
2018,2615508,Tracunhaém,13724,2604,Mata Pernambucana,False
2019,2615508,Tracunhaém,13769,2604,Mata Pernambucana,False
2020,2615508,Tracunhaém,13813,2604,Mata Pernambucana,False
2021,2615508,Tracunhaém,13856,2604,Mata Pernambucana,False
2022,2615508,Tracunhaém,14035,2604,Mata Pernambucana,True
2023,2615508,Tracunhaém,14214,2604,Mata Pernambucana,True
2024,2615508,Tracunhaém,14393,2604,Mata Pernambucana,False
2015,2615607,Trindade,29519,2601,Sertão Pernambucano,False
2016,2615607,Trindade,29842,2601,Sertão Pernambucano,False
2017,2615607,Trindade,30155,2601,Sertão Pernambucano,False
2018,2615607,Trindade,30222,2601,Sertão Pernambucano,False
2019,2615607,Trindade,30521,2601,Sertão Pernambucano,False
2020,2615607,Trindade,30816,2601,Sertão Pernambucano,False
2021,2615607,Trindade,31103,2601,Sertão Pernambucano,False
2022,2615607,Trindade,31431,2601,Sertão Pernambucano,True
2023,2615607,Trindade,31758,2601,Sertão Pernambucano,True
2024,2615607,Trindade,32086,2601,Sertão Pernambucano,False
2015,2615706,Triunfo,15250,2601,Sertão Pernambucano,False
2016,2615706,Triunfo,15235,2601,Sertão Pernambucano,False
2017,2615706,Triunfo,15221,2601,Sertão Pernambucano,False
2018,2615706,Triunfo,15265,2601,Sertão Pernambucano,False
2019,2615706,Triunfo,15254,2601,Sertão Pernambucano,False
2020,2615706,Triunfo,15243,2601,Sertão Pernambucano,False
2021,2615706,Triunfo,15232,2601,Sertão Pernambucano,False
2022,2615706,Triunfo,15202,2601,Sertão Pernambucano,True
2023,2615706,Triunfo,15172,2601,Sertão Pernambucano,True
2024,2615706,Triunfo,15142,2601,Sertão Pernambucano,False
2015,2615805,Tupanatinga,26454,2603,Agreste Pernambucano,False
2016,2615805,Tupanatinga,26727,2603,Agreste Pernambucano,False
2017,2615805,Tupanatinga,26990,2603,Agreste Pernambucano,False
2018,2615805,Tupanatinga,27052,2603,Agreste Pernambucano,False
2019,2615805,Tupanatinga,27304,2603,Agreste Pernambucano,False
2020,2615805,Tupanatinga,27551,2603,Agreste Pernambucano,False
2021,2615805,Tupanatinga,27793,2603,Agreste Pernambucano,False
2022,2615805,Tupanatinga,27532,2603,Agreste Pernambucano,True
2023,2615805,Tupanatinga,27270,2603,Agreste Pernambucano,True
2024,2615805,Tupanatinga,27009,2603,Agreste Pernambucano,False
2015,2615904,Tuparetama,8149,2601,Sertão Pernambucano,False
2016,2615904,Tuparetama,8159,2601,Sertão Pernambucano,False
2017,2615904,Tuparetama,8169,2601,Sertão Pernambucano,False
2018,2615904,Tuparetama,8192,2601,Sertão Pernambucano,False
2019,2615904,Tuparetama,8202,2601,Sertão Pernambucano,False
2020,2615904,Tuparetama,8256,2601,Sertão Pernambucano,False
2021,2615904,Tuparetama,8266,2601,Sertão Pernambucano,False
2022,2615904,Tuparetama,8261,2601,Sertão Pernambucano,True
2023,2615904,Tuparetama,8257,2601,Sertão Pernambucano,True
2024,2615904,Tuparetama,8252,2601,Sertão Pernambucano,False
2015,2616001,Venturosa,17870,2603,Agreste Pernambucano,False
2016,2616001,Venturosa,18067,2603,Agreste Pernambucano,False
2017,2616001,Venturosa,18258,2603,Agreste Pernambucano,False
2018,2616001,Venturosa,18298,2603,Agreste Pernambucano,False
2019,2616001,Venturosa,18482,2603,Agreste Pernambucano,False
2020,2616001,Venturosa,18661,2603,Agreste Pernambucano,False
2021,2616001,Venturosa,18835,2603,Agreste Pernambucano,False
2022,2616001,Venturosa,18426,2603,Agreste Pernambucano,True
2023,2616001,Venturosa,18018,2603,Agreste Pernambucano,True
2024,2616001,Venturosa,17609,2603,Agreste Pernambucano,False
2015,2616100,Verdejante,9450,2601,Sertão Pernambucano,False
2016,2616100,Verdejante,9471,2601,Sertão Pernambucano,False
2017,2616100,Verdejante,9490,2601,Sertão Pernambucano,False
2018,2616100,Verdejante,9514,2601,Sertão Pernambucano,False
2019,2616100,Verdejante,9534,2601,Sertão Pernambucano,False
2020,2616100,Verdejante,9553,2601,Sertão Pernambucano,False
2021,2616100,Verdejante,9572,2601,Sertão Pernambucano,False
2022,2616100,Verdejante,9539,2601,Sertão Pernambucano,True
2023,2616100,Verdejante,9507,2601,Sertão Pernambucano,True
2024,2616100,Verdejante,9474,2601,Sertão Pernambucano,False
2015,2616183,Vertente do Lério,7746,2603,Agreste Pernambucano,False
2016,2616183,Vertente do Lério,7693,2603,Agreste Pernambucano,False
2017,2616183,Vertente do Lério,7641,2603,Agreste Pernambucano,False
2018,2616183,Vertente do Lério,7666,2603,Agreste Pernambucano,False
2019,2616183,Vertente do Lério,7618,2603,Agreste Pernambucano,False
2020,2616183,Vertente do Lério,7571,2603,Agreste Pernambucano,False
2021,2616183,Vertente do Lério,7526,2603,Agreste Pernambucano,False
2022,2616183,Vertente do Lério,7611,2603,Agreste Pernambucano,True
2023,2616183,Vertente do Lério,7697,2603,Agreste Pernambucano,True
2024,2616183,Vertente do Lério,7782,2603,Agreste Pernambucano,False
2015,2616209,Vertentes,19976,2603,Agreste Pernambucano,False
2016,2616209,Vertentes,20222,2603,Agreste Pernambucano,False
2017,2616209,Vertentes,20460,2603,Agreste Pernambucano,False
2018,2616209,Vertentes,20503,2603,Agreste Pernambucano,False
2019,2616209,Vertentes,20731,2603,Agreste Pernambucano,False
2020,2616209,Vertentes,20954,2603,Agreste Pernambucano,False
2021,2616209,Vertentes,21172,2603,Agreste Pernambucano,False
2022,2616209,Vertentes,21766,2603,Agreste Pernambucano,True
2023,2616209,Vertentes,22361,2603,Agreste Pernambucano,True
2024,2616209,Vertentes,22955,2603,Agreste Pernambucano,False
2015,2616308,Vicência,32157,2604,Mata Pernambucana,False
2016,2616308,Vicência,32296,2604,Mata Pernambucana,False
2017,2616308,Vicência,32429,2604,Mata Pernambucana,False
2018,2616308,Vicência,32513,2604,Mata Pernambucana,False
2019,2616308,Vicência,32643,2604,Mata Pernambucana,False
2020,2616308,Vicência,32772,2604,Mata Pernambucana,False
2021,2616308,Vicência,32897,2604,Mata Pernambucana,False
2022,2616308,Vicência,31030,2604,Mata Pernambucana,True
2023,2616308,Vicência,29164,2604,Mata Pernambucana,True
2024,2616308,Vicência,27297,2604,Mata Pernambucana,False
2015,2616407,Vitória de Santo Antão,135805,2604,Mata Pernambucana,False
2016,2616407,Vitória de Santo Antão,136706,2604,Mata Pernambucana,False
2017,2616407,Vitória de Santo Antão,137578,2604,Mata Pernambucana,False
2018,2616407,Vitória de Santo Antão,137915,2604,Mata Pernambucana,False
2019,2616407,Vitória de Santo Antão,138757,2604,Mata Pernambucana,False
2020,2616407,Vitória de Santo Antão,139583,2604,Mata Pernambucana,False
2021,2616407,Vitória de Santo Antão,140389,2604,Mata Pernambucana,False
2022,2616407,Vitória de Santo Antão,141526,2604,Mata Pernambucana,True
2023,2616407,Vitória de Santo Antão,142662,2604,Mata Pernambucana,True
2024,2616407,Vitória de Santo Antão,143799,2604,Mata Pernambucana,False
2015,2616506,Xexéu,14584,2604,Mata Pernambucana,False
2016,2616506,Xexéu,14618,2604,Mata Pernambucana,False
2017,2616506,Xexéu,14651,2604,Mata Pernambucana,False
2018,2616506,Xexéu,14691,2604,Mata Pernambucana,False
2019,2616506,Xexéu,14725,2604,Mata Pernambucana,False
2020,2616506,Xexéu,14757,2604,Mata Pernambucana,False
2021,2616506,Xexéu,14789,2604,Mata Pernambucana,False
2022,2616506,Xexéu,13790,2604,Mata Pernambucana,True
2023,2616506,Xexéu,12790,2604,Mata Pernambucana,True
2024,2616506,Xexéu,11791,2604,Mata Pernambucana,False
2015,2600401,Água Preta,35698,2604,Mata Pernambucana,False
2016,2600401,Água Preta,36040,2604,Mata Pernambucana,False
2017,2600401,Água Preta,36371,2604,Mata Pernambucana,False
2018,2600401,Água Preta,36454,2604,Mata Pernambucana,False
2019,2600401,Água Preta,36771,2604,Mata Pernambucana,False
2020,2600401,Água Preta,37082,2604,Mata Pernambucana,False
2021,2600401,Água Preta,37386,2604,Mata Pernambucana,False
2022,2600401,Água Preta,33998,2604,Mata Pernambucana,True
2023,2600401,Água Preta,30609,2604,Mata Pernambucana,True
2024,2600401,Água Preta,27221,2604,Mata Pernambucana,False
2015,2600500,Águas Belas,42566,2603,Agreste Pernambucano,False
2016,2600500,Águas Belas,42831,2603,Agreste Pernambucano,False
2017,2600500,Águas Belas,43087,2603,Agreste Pernambucano,False
2018,2600500,Águas Belas,43195,2603,Agreste Pernambucano,False
2019,2600500,Águas Belas,43443,2603,Agreste Pernambucano,False
2020,2600500,Águas Belas,43686,2603,Agreste Pernambucano,False
2021,2600500,Águas Belas,43923,2603,Agreste Pernambucano,False
2022,2600500,Águas Belas,43853,2603,Agreste Pernambucano,True
2023,2600500,Águas Belas,43783,2603,Agreste Pernambucano,True
2024,2600500,Águas Belas,43713,2603,Agreste Pernambucano,False
