ano,codigo_ibge,municipio,populacao,mesorregiao_id,mesorregiao,pop_interpolada
2017,2606002,Garanhuns,138642,2603,Agreste Pernambucano,False
2018,2606002,Garanhuns,138983,2603,Agreste Pernambucano,False
2019,2606002,Garanhuns,139788,2603,Agreste Pernambucano,False
2020,2606002,Garanhuns,140577,2603,Agreste Pernambucano,False
2021,2606002,Garanhuns,141347,2603,Agreste Pernambucano,False
2022,2606002,Garanhuns,144586,2603,Agreste Pernambucano,True
2023,2606002,Garanhuns,147825,2603,Agreste Pernambucano,True
2024,2606002,Garanhuns,151064,2603,Agreste Pernambucano,False
2015,2606101,Glória do Goitá,30220,2604,Mata Pernambucana,False
2016,2606101,Glória do Goitá,30324,2604,Mata Pernambucana,False
2017,2606101,Glória do Goitá,30425,2604,Mata Pernambucana,False
2018,2606101,Glória do Goitá,30504,2604,Mata Pernambucana,False
2019,2606101,Glória do Goitá,30604,2604,Mata Pernambucana,False
2020,2606101,Glória do Goitá,30751,2604,Mata Pernambucana,False
2021,2606101,Glória do Goitá,30847,2604,Mata Pernambucana,False
2022,2606101,Glória do Goitá,30688,2604,Mata Pernambucana,True
2023,2606101,Glória do Goitá,30529,2604,Mata Pernambucana,True
2024,2606101,Glória do Goitá,30370,2604,Mata Pernambucana,False
2015,2606200,Goiana,78618,2604,Mata Pernambucana,False
2016,2606200,Goiana,78940,2604,Mata Pernambucana,False
2017,2606200,Goiana,79249,2604,Mata Pernambucana,False
2018,2606200,Goiana,79455,2604,Mata Pernambucana,False
2019,2606200,Goiana,79758,2604,Mata Pernambucana,False
2020,2606200,Goiana,80055,2604,Mata Pernambucana,False
2021,2606200,Goiana,80345,2604,Mata Pernambucana,False
2022,2606200,Goiana,81950,2604,Mata Pernambucana,True
2023,2606200,Goiana,83555,2604,Mata Pernambucana,True
2024,2606200,Goiana,85160,2604,Mata Pernambucana,False
2015,2606309,Granito,7308,2601,Sertão Pernambucano,False
2016,2606309,Granito,7363,2601,Sertão Pernambucano,False
2017,2606309,Granito,7417,2601,Sertão Pernambucano,False
2018,2606309,Granito,7435,2601,Sertão Pernambucano,False
2019,2606309,Granito,7486,2601,Sertão Pernambucano,False
2020,2606309,Granito,7537,2601,Sertão Pernambucano,False
2021,2606309,Granito,7586,2601,Sertão Pernambucano,False
2022,2606309,Granito,7459,2601,Sertão Pernambucano,True
2023,2606309,Granito,7333,2601,Sertão Pernambucano,True
2024,2606309,Granito,7206,2601,Sertão Pernambucano,False
2015,2606408,Gravatá,81893,2603,Agreste Pernambucano,False
2016,2606408,Gravatá,82579,2603,Agreste Pernambucano,False
2017,2606408,Gravatá,83241,2603,Agreste Pernambucano,False
2018,2606408,Gravatá,83437,2603,Agreste Pernambucano,False
2019,2606408,Gravatá,84074,2603,Agreste Pernambucano,False
2020,2606408,Gravatá,84699,2603,Agreste Pernambucano,False
2021,2606408,Gravatá,85309,2603,Agreste Pernambucano,False
2022,2606408,Gravatá,87502,2603,Agreste Pernambucano,True
2023,2606408,Gravatá,89694,2603,Agreste Pernambucano,True
2024,2606408,Gravatá,91887,2603,Agreste Pernambucano,False
2015,2606507,Iati,19010,2603,Agreste Pernambucano,False
2016,2606507,Iati,19056,2603,Agreste Pernambucano,False
2017,2606507,Iati,19100,2603,Agreste Pernambucano,False
2018,2606507,Iati,19152,2603,Agreste Pernambucano,False
2019,2606507,Iati,19197,2603,Agreste Pernambucano,False
2020,2606507,Iati,19241,2603,Agreste Pernambucano,False
2021,2606507,Iati,19284,2603,Agreste Pernambucano,False
2022,2606507,Iati,18724,2603,Agreste Pernambucano,True
2023,2606507,Iati,18165,2603,Agreste Pernambucano,True
2024,2606507,Iati,17605,2603,Agreste Pernambucano,False
2015,2606606,Ibimirim,28604,2601,Sertão Pernambucano,False
2016,2606606,Ibimirim,28798,2601,Sertão Pernambucano,False
2017,2606606,Ibimirim,28985,2601,Sertão Pernambucano,False
2018,2606606,Ibimirim,29055,2601,Sertão Pernambucano,False
2019,2606606,Ibimirim,29235,2601,Sertão Pernambucano,False
2020,2606606,Ibimirim,29412,2601,Sertão Pernambucano,False
2021,2606606,Ibimirim,29585,2601,Sertão Pernambucano,False
2022,2606606,Ibimirim,29310,2601,Sertão Pernambucano,True
2023,2606606,Ibimirim,29035,2601,Sertão Pernambucano,True
2024,2606606,Ibimirim,28760,2601,Sertão Pernambucano,False
2015,2606705,Ibirajuba,7725,2603,Agreste Pernambucano,False
2016,2606705,Ibirajuba,7730,2603,Agreste Pernambucano,False
2017,2606705,Ibirajuba,7735,2603,Agreste Pernambucano,False
2018,2606705,Ibirajuba,7756,2603,Agreste Pernambucano,False
2019,2606705,Ibirajuba,7762,2603,Agreste Pernambucano,False
2020,2606705,Ibirajuba,7768,2603,Agreste Pernambucano,False
2021,2606705,Ibirajuba,7773,2603,Agreste Pernambucano,False
2022,2606705,Ibirajuba,7630,2603,Agreste Pernambucano,True
2023,2606705,Ibirajuba,7487,2603,Agreste Pernambucano,True
2024,2606705,Ibirajuba,7344,2603,Agreste Pernambucano,False
2015,2606804,Igarassu,112463,2605,Metropolitana de Recife,False
2016,2606804,Igarassu,113956,2605,Metropolitana de Recife,False
2017,2606804,Igarassu,115398,2605,Metropolitana de Recife,False
2018,2606804,Igarassu,115640,2605,Metropolitana de Recife,False
2019,2606804,Igarassu,117019,2605,Metropolitana de Recife,False
2020,2606804,Igarassu,118370,2605,Metropolitana de Recife,False
2021,2606804,Igarassu,119690,2605,Metropolitana de Recife,False
2022,2606804,Igarassu,120564,2605,Metropolitana de Recife,True
2023,2606804,Igarassu,121438,2605,Metropolitana de Recife,True
2024,2606804,Igarassu,122312,2605,Metropolitana de Recife,False
2015,2606903,Iguaracy,12137,2601,Sertão Pernambucano,False
2016,2606903,Iguaracy,12156,2601,Sertão Pernambucano,False
2017,2606903,Iguaracy,12175,2601,Sertão Pernambucano,False
2018,2606903,Iguaracy,12209,2601,Sertão Pernambucano,False
2019,2606903,Iguaracy,12228,2601,Sertão Pernambucano,False
2020,2606903,Iguaracy,12247,2601,Sertão Pernambucano,False
2021,2606903,Iguaracy,12265,2601,Sertão Pernambucano,False
2022,2606903,Iguaracy,11965,2601,Sertão Pernambucano,True
2023,2606903,Iguaracy,11666,2601,Sertão Pernambucano,True
2024,2606903,Iguaracy,11366,2601,Sertão Pernambucano,False
2015,2607604,Ilha de Itamaracá,24888,2605,Metropolitana de Recife,False
2016,2607604,Ilha de Itamaracá,25346,2605,Metropolitana de Recife,False
2017,2607604,Ilha de Itamaracá,25789,2605,Metropolitana de Recife,False
2018,2607604,Ilha de Itamaracá,25836,2605,Metropolitana de Recife,False
2019,2607604,Ilha de Itamaracá,26258,2605,Metropolitana de Recife,False
2020,2607604,Ilha de Itamaracá,26672,2605,Metropolitana de Recife,False
2021,2607604,Ilha de Itamaracá,27076,2605,Metropolitana de Recife,False
2022,2607604,Ilha de Itamaracá,26560,2605,Metropolitana de Recife,True
2023,2607604,Ilha de Itamaracá,26045,2605,Metropolitana de Recife,True
2024,2607604,Ilha de Itamaracá,25529,2605,Metropolitana de Recife,False
2015,2607000,Inajá,21932,2601,Sertão Pernambucano,False
2016,2607000,Inajá,22374,2601,Sertão Pernambucano,False
2017,2607000,Inajá,22801,2601,Sertão Pernambucano,False
2018,2607000,Inajá,22840,2601,Sertão Pernambucano,False
2019,2607000,Inajá,23247,2601,Sertão Pernambucano,False
2020,2607000,Inajá,23645,2601,Sertão Pernambucano,False
2021,2607000,Inajá,24034,2601,Sertão Pernambucano,False
2022,2607000,Inajá,25185,2601,Sertão Pernambucano,True
2023,2607000,Inajá,26337,2601,Sertão Pernambucano,True
2024,2607000,Inajá,27488,2601,Sertão Pernambucano,False
2015,2607109,Ingazeira,4556,2601,Sertão Pernambucano,False
2016,2607109,Ingazeira,4549,2601,Sertão Pernambucano,False
2017,2607109,Ingazeira,4542,2601,Sertão Pernambucano,False
2018,2607109,Ingazeira,4554,2601,Sertão Pernambucano,False
2019,2607109,Ingazeira,4548,2601,Sertão Pernambucano,False
2020,2607109,Ingazeira,4543,2601,Sertão Pernambucano,False
2021,2607109,Ingazeira,4537,2601,Sertão Pernambucano,False
2022,2607109,Ingazeira,4678,2601,Sertão Pernambucano,True
2023,2607109,Ingazeira,4818,2601,Sertão Pernambucano,True
2024,2607109,Ingazeira,4959,2601,Sertão Pernambucano,False
2015,2607208,Ipojuca,91341,2605,Metropolitana de Recife,False
2016,2607208,Ipojuca,92965,2605,Metropolitana de Recife,False
2017,2607208,Ipojuca,94533,2605,Metropolitana de Recife,False
2018,2607208,Ipojuca,94709,2605,Metropolitana de Recife,False
2019,2607208,Ipojuca,96204,2605,Metropolitana de Recife,False
2020,2607208,Ipojuca,97669,2605,Metropolitana de Recife,False
2021,2607208,Ipojuca,99101,2605,Metropolitana de Recife,False
2022,2607208,Ipojuca,101280,2605,Metropolitana de Recife,True
2023,2607208,Ipojuca,103459,2605,Metropolitana de Recife,True
2024,2607208,Ipojuca,105638,2605,Metropolitana de Recife,False
2015,2607307,Ipubi,29721,2601,Sertão Pernambucano,False
2016,2607307,Ipubi,30091,2601,Sertão Pernambucano,False
2017,2607307,Ipubi,30447,2601,Sertão Pernambucano,False
2018,2607307,Ipubi,30512,2601,Sertão Pernambucano,False
2019,2607307,Ipubi,30854,2601,Sertão Pernambucano,False
2020,2607307,Ipubi,31187,2601,Sertão Pernambucano,False
2021,2607307,Ipubi,31515,2601,Sertão Pernambucano,False
2022,2607307,Ipubi,31211,2601,Sertão Pernambucano,True
2023,2607307,Ipubi,30907,2601,Sertão Pernambucano,True
2024,2607307,Ipubi,30603,2601,Sertão Pernambucano,False
2015,2607406,Itacuruba,4754,2602,São Francisco Pernambucano,False
2016,2607406,Itacuruba,4807,2602,São Francisco Pernambucano,False
2017,2607406,Itacuruba,4858,2602,São Francisco Pernambucano,False
2018,2607406,Itacuruba,4869,2602,São Francisco Pernambucano,False
2019,2607406,Itacuruba,4918,2602,São Francisco Pernambucano,False
2020,2607406,Itacuruba,4966,2602,São Francisco Pernambucano,False
2021,2607406,Itacuruba,5013,2602,São Francisco Pernambucano,False
2022,2607406,Itacuruba,4839,2602,São Francisco Pernambucano,True
2023,2607406,Itacuruba,4664,2602,São Francisco Pernambucano,True
2024,2607406,Itacuruba,4490,2602,São Francisco Pernambucano,False
2015,2607653,Itambé,36278,2604,Mata Pernambucana,False
2016,2607653,Itambé,36299,2604,Mata Pernambucana,False
2017,2607653,Itambé,36320,2604,Mata Pernambucana,False
2018,2607653,Itambé,36422,2604,Mata Pernambucana,False
2019,2607653,Itambé,36447,2604,Mata Pernambucana,False
2020,2607653,Itambé,36471,2604,Mata Pernambucana,False
2021,2607653,Itambé,36495,2604,Mata Pernambucana,False
2022,2607653,Itambé,36539,2604,Mata Pernambucana,True
2023,2607653,Itambé,36582,2604,Mata Pernambucana,True
2024,2607653,Itambé,36626,2604,Mata Pernambucana,False
2015,2607703,Itapetim,13780,2601,Sertão Pernambucano,False
2016,2607703,Itapetim,13708,2601,Sertão Pernambucano,False
2017,2607703,Itapetim,13638,2601,Sertão Pernambucano,False
2018,2607703,Itapetim,13680,2601,Sertão Pernambucano,False
2019,2607703,Itapetim,13616,2601,Sertão Pernambucano,False
2020,2607703,Itapetim,13553,2601,Sertão Pernambucano,False
2021,2607703,Itapetim,13492,2601,Sertão Pernambucano,False
2022,2607703,Itapetim,13739,2601,Sertão Pernambucano,True
2023,2607703,Itapetim,13985,2601,Sertão Pernambucano,True
2024,2607703,Itapetim,14232,2601,Sertão Pernambucano,False
2015,2607752,Itapissuma,25798,2605,Metropolitana de Recife,False
2016,2607752,Itapissuma,26073,2605,Metropolitana de Recife,False
2017,2607752,Itapissuma,26338,2605,Metropolitana de Recife,False
2018,2607752,Itapissuma,26397,2605,Metropolitana de Recife,False
2019,2607752,Itapissuma,26651,2605,Metropolitana de Recife,False
2020,2607752,Itapissuma,26900,2605,Metropolitana de Recife,False
2021,2607752,Itapissuma,27144,2605,Metropolitana de Recife,False
2022,2607752,Itapissuma,27917,2605,Metropolitana de Recife,True
2023,2607752,Itapissuma,28690,2605,Metropolitana de Recife,True
2024,2607752,Itapissuma,29463,2605,Metropolitana de Recife,False
2015,2607802,Itaquitinga,16753,2604,Mata Pernambucana,False
2016,2607802,Itaquitinga,16806,2604,Mata Pernambucana,False
2017,2607802,Itaquitinga,16859,2604,Mata Pernambucana,False
2018,2607802,Itaquitinga,16903,2604,Mata Pernambucana,False
2019,2607802,Itaquitinga,16955,2604,Mata Pernambucana,False
2020,2607802,Itaquitinga,17006,2604,Mata Pernambucana,False
2021,2607802,Itaquitinga,17056,2604,Mata Pernambucana,False
2022,2607802,Itaquitinga,17074,2604,Mata Pernambucana,True
2023,2607802,Itaquitinga,17091,2604,Mata Pernambucana,True
2024,2607802,Itaquitinga,17109,2604,Mata Pernambucana,False
2015,2607505,Itaíba,26412,2603,Agreste Pernambucano,False
2016,2607505,Itaíba,26362,2603,Agreste Pernambucano,False
2017,2607505,Itaíba,26314,2603,Agreste Pernambucano,False
2018,2607505,Itaíba,26390,2603,Agreste Pernambucano,False
2019,2607505,Itaíba,26349,2603,Agreste Pernambucano,False
2020,2607505,Itaíba,26308,2603,Agreste Pernambucano,False
2021,2607505,Itaíba,26268,2603,Agreste Pernambucano,False
2022,2607505,Itaíba,28742,2603,Agreste Pernambucano,True
2023,2607505,Itaíba,31217,2603,Agreste Pernambucano,True
2024,2607505,Itaíba,33691,2603,Agreste Pernambucano,False
2015,2607901,Jaboatão dos Guararapes,686122,2605,Metropolitana de Recife,False
2016,2607901,Jaboatão dos Guararapes,691125,2605,Metropolitana de Recife,False
2017,2607901,Jaboatão dos Guararapes,695956,2605,Metropolitana de Recife,False
2018,2607901,Jaboatão dos Guararapes,697636,2605,Metropolitana de Recife,False
2019,2607901,Jaboatão dos Guararapes,702298,2605,Metropolitana de Recife,False
2020,2607901,Jaboatão dos Guararapes,706867,2605,Metropolitana de Recife,False
2021,2607901,Jaboatão dos Guararapes,711330,2605,Metropolitana de Recife,False
2022,2607901,Jaboatão dos Guararapes,701982,2605,Metropolitana de Recife,True
2023,2607901,Jaboatão dos Guararapes,692633,2605,Metropolitana de Recife,True
2024,2607901,Jaboatão dos Guararapes,683285,2605,Metropolitana de Recife,False
2015,2607950,Jaqueira,11664,2604,Mata Pernambucana,False
2016,2607950,Jaqueira,11649,2604,Mata Pernambucana,False
2017,2607950,Jaqueira,11634,2604,Mata Pernambucana,False
2018,2607950,Jaqueira,11668,2604,Mata Pernambucana,False
2019,2607950,Jaqueira,11656,2604,Mata Pernambucana,False
2020,2607950,Jaqueira,11644,2604,Mata Pernambucana,False
2021,2607950,Jaqueira,11632,2604,Mata Pernambucana,False
2022,2607950,Jaqueira,11249,2604,Mata Pernambucana,True
2023,2607950,Jaqueira,10866,2604,Mata Pernambucana,True
2024,2607950,Jaqueira,10483,2604,Mata Pernambucana,False
2015,2608008,Jataúba,16858,2603,Agreste Pernambucano,False
2016,2608008,Jataúba,16943,2603,Agreste Pernambucano,False
2017,2608008,Jataúba,17026,2603,Agreste Pernambucano,False
2018,2608008,Jataúba,17070,2603,Agreste Pernambucano,False
2019,2608008,Jataúba,17150,2603,Agreste Pernambucano,False
2020,2608008,Jataúba,17228,2603,Agreste Pernambucano,False
2021,2608008,Jataúba,17305,2603,Agreste Pernambucano,False
2022,2608008,Jataúba,16978,2603,Agreste Pernambucano,True
2023,2608008,Jataúba,16650,2603,Agreste Pernambucano,True
2024,2608008,Jataúba,16323,2603,Agreste Pernambucano,False
2015,2608057,Jatobá,14587,2602,São Francisco Pernambucano,False
2016,2608057,Jatobá,14646,2602,São Francisco Pernambucano,False
2017,2608057,Jatobá,14703,2602,São Francisco Pernambucano,False
2018,2608057,Jatobá,14740,2602,São Francisco Pernambucano,False
2019,2608057,Jatobá,14796,2602,São Francisco Pernambucano,False
2020,2608057,Jatobá,14850,2602,São Francisco Pernambucano,False
2021,2608057,Jatobá,14904,2602,São Francisco Pernambucano,False
2022,2608057,Jatobá,14757,2602,São Francisco Pernambucano,True
2023,2608057,Jatobá,14610,2602,São Francisco Pernambucano,True
2024,2608057,Jatobá,14463,2602,São Francisco Pernambucano,False
2015,2608206,Joaquim Nabuco,16021,2604,Mata Pernambucana,False
2016,2608206,Joaquim Nabuco,16004,2604,Mata Pernambucana,False
2017,2608206,Joaquim Nabuco,15989,2604,Mata Pernambucana,False
2018,2608206,Joaquim Nabuco,16036,2604,Mata Pernambucana,False
2019,2608206,Joaquim Nabuco,16023,2604,Mata Pernambucana,False
2020,2608206,Joaquim Nabuco,16011,2604,Mata Pernambucana,False
2021,2608206,Joaquim Nabuco,15999,2604,Mata Pernambucana,False
2022,2608206,Joaquim Nabuco,15168,2604,Mata Pernambucana,True
2023,2608206,Joaquim Nabuco,14337,2604,Mata Pernambucana,True
2024,2608206,Joaquim Nabuco,13506,2604,Mata Pernambucana,False
2015,2608107,João Alfredo,32939,2603,Agreste Pernambucano,False
2016,2608107,João Alfredo,33217,2603,Agreste Pernambucano,False
2017,2608107,João Alfredo,33485,2603,Agreste Pernambucano,False
2018,2608107,João Alfredo,33563,2603,Agreste Pernambucano,False
2019,2608107,João Alfredo,33822,2603,Agreste Pernambucano,False
2020,2608107,João Alfredo,33328,2603,Agreste Pernambucano,False
2021,2608107,João Alfredo,33570,2603,Agreste Pernambucano,False
2022,2608107,João Alfredo,32014,2603,Agreste Pernambucano,True
2023,2608107,João Alfredo,30459,2603,Agreste Pernambucano,True
2024,2608107,João Alfredo,28903,2603,Agreste Pernambucano,False
2015,2608255,Jucati,11202,2603,Agreste Pernambucano,False
2016,2608255,Jucati,11269,2603,Agreste Pernambucano,False
2017,2608255,Jucati,11334,2603,Agreste Pernambucano,False
2018,2608255,Jucati,11361,2603,Agreste Pernambucano,False
2019,2608255,Jucati,11424,2603,Agreste Pernambucano,False
2020,2608255,Jucati,11485,2603,Agreste Pernambucano,False
2021,2608255,Jucati,11545,2603,Agreste Pernambucano,False
2022,2608255,Jucati,11688,2603,Agreste Pernambucano,True
2023,2608255,Jucati,11832,2603,Agreste Pernambucano,True
2024,2608255,Jucati,11975,2603,Agreste Pernambucano,False
2015,2608305,Jupi,14525,2603,Agreste Pernambucano,False
2016,2608305,Jupi,14620,2603,Agreste Pernambucano,False
2017,2608305,Jupi,14712,2603,Agreste Pernambucano,False
2018,2608305,Jupi,14747,2603,Agreste Pernambucano,False
2019,2608305,Jupi,14836,2603,Agreste Pernambucano,False
2020,2608305,Jupi,14922,2603,Agreste Pernambucano,False
2021,2608305,Jupi,15007,2603,Agreste Pernambucano,False
2022,2608305,Jupi,15319,2603,Agreste Pernambucano,True
2023,2608305,Jupi,15631,2603,Agreste Pernambucano,True
2024,2608305,Jupi,15943,2603,Agreste Pernambucano,False
2015,2608404,Jurema,15171,2603,Agreste Pernambucano,False
2016,2608404,Jurema,15229,2603,Agreste Pernambucano,False
2017,2608404,Jurema,15284,2603,Agreste Pernambucano,False
2018,2608404,Jurema,15323,2603,Agreste Pernambucano,False
2019,2608404,Jurema,15378,2603,Agreste Pernambucano,False
2020,2608404,Jurema,15431,2603,Agreste Pernambucano,False
2021,2608404,Jurema,15483,2603,Agreste Pernambucano,False
2022,2608404,Jurema,14998,2603,Agreste Pernambucano,True
2023,2608404,Jurema,14512,2603,Agreste Pernambucano,True
2024,2608404,Jurema,14027,2603,Agreste Pernambucano,False
2015,2608750,Lagoa Grande,24757,2602,São Francisco Pernambucano,False
2016,2608750,Lagoa Grande,25030,2602,São Francisco Pernambucano,False
2017,2608750,Lagoa Grande,25294,2602,São Francisco Pernambucano,False
2018,2608750,Lagoa Grande,25349,2602,São Francisco Pernambucano,False
2019,2608750,Lagoa Grande,25601,2602,São Francisco Pernambucano,False
2020,2608750,Lagoa Grande,25849,2602,São Francisco Pernambucano,False
2021,2608750,Lagoa Grande,26090,2602,São Francisco Pernambucano,False
2022,2608750,Lagoa Grande,25711,2602,São Francisco Pernambucano,True
2023,2608750,Lagoa Grande,25331,2602,São Francisco Pernambucano,True
2024,2608750,Lagoa Grande,24952,2602,São Francisco Pernambucano,False
2015,2608503,Lagoa de Itaenga,21276,2604,Mata Pernambucana,False
2016,2608503,Lagoa de Itaenga,21308,2604,Mata Pernambucana,False
2017,2608503,Lagoa de Itaenga,21338,2604,Mata Pernambucana,False
2018,2608503,Lagoa de Itaenga,21397,2604,Mata Pernambucana,False
2019,2608503,Lagoa de Itaenga,21429,2604,Mata Pernambucana,False
2020,2608503,Lagoa de Itaenga,21460,2604,Mata Pernambucana,False
2021,2608503,Lagoa de Itaenga,21490,2604,Mata Pernambucana,False
2022,2608503,Lagoa de Itaenga,20965,2604,Mata Pernambucana,True
2023,2608503,Lagoa de Itaenga,20440,2604,Mata Pernambucana,True
2024,2608503,Lagoa de Itaenga,19915,2604,Mata Pernambucana,False
2015,2608453,Lagoa do Carro,17454,2604,Mata Pernambucana,False
2016,2608453,Lagoa do Carro,17654,2604,Mata Pernambucana,False
2017,2608453,Lagoa do Carro,17847,2604,Mata Pernambucana,False
2018,2608453,Lagoa do Carro,17886,2604,Mata Pernambucana,False
2019,2608453,Lagoa do Carro,18071,2604,Mata Pernambucana,False
2020,2608453,Lagoa do Carro,18252,2604,Mata Pernambucana,False
2021,2608453,Lagoa do Carro,18429,2604,Mata Pernambucana,False
2022,2608453,Lagoa do Carro,18522,2604,Mata Pernambucana,True
2023,2608453,Lagoa do Carro,18615,2604,Mata Pernambucana,True
2024,2608453,Lagoa do Carro,18708,2604,Mata Pernambucana,False
2015,2608602,Lagoa do Ouro,12865,2603,Agreste Pernambucano,False
2016,2608602,Lagoa do Ouro,12951,2603,Agreste Pernambucano,False
2017,2608602,Lagoa do Ouro,13033,2603,Agreste Pernambucano,False
2018,2608602,Lagoa do Ouro,13065,2603,Agreste Pernambucano,False
2019,2608602,Lagoa do Ouro,13145,2603,Agreste Pernambucano,False
2020,2608602,Lagoa do Ouro,13224,2603,Agreste Pernambucano,False
